round_epochs,loss,mean_absolut_error,val_loss,val_mean_absolut_error,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,leaky_alpha,lr,optimizer,samples
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,2048,4,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,2048,4,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,43535333.09797168,801.1723,6070.21919140625,53.20879,leakyrelu,32,0.25,1,4096,0,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,4096,0,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,4096,0,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,2811610189054.235,197231.53,35340180.544,4200.088,leakyrelu,32,0.25,1,4096,1,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,4096,1,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,4096,1,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,284209341.7592402,2511.4478,6284.544958984375,59.267265,leakyrelu,32,0.25,1,4096,2,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,4096,2,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,4096,2,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,83857443.812625,1463.1816,8562.5363359375,78.0137,leakyrelu,32,0.25,1,4096,3,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,4096,3,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,4096,3,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,8430919761728733.0,9035873.0,26378351411.2,132373.66,leakyrelu,32,0.25,1,4096,4,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,4096,4,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,4096,4,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
